t,frame,ang,npts,res_c,res_l,dispara,marca_humana
24.802,578,75.3,117,3.66,2.16,0,0
24.844,579,82.4,114,3.57,1.35,0,0
24.882,580,84.9,113,3.56,1.42,0,0
24.922,581,83.4,113,3.56,1.24,0,0
24.963,582,83.4,113,3.56,1.50,0,0
25.003,583,75.2,117,3.66,2.15,0,0
25.042,584,84.0,113,3.56,1.53,0,0
25.082,585,83.8,113,3.56,1.25,0,0
25.124,586,83.3,113,3.56,1.29,0,0
25.162,587,83.9,113,3.56,1.49,0,0
25.202,588,84.0,113,3.56,1.53,0,0
25.243,589,83.9,113,3.56,1.20,0,0
25.282,590,83.4,113,3.56,1.24,0,0
25.323,591,84.9,113,3.56,1.42,0,0
25.363,592,85.0,113,3.56,1.39,0,0
25.403,593,83.9,113,3.56,1.49,0,0
25.447,594,83.8,113,3.56,1.21,0,0
25.481,595,83.8,113,3.56,1.21,0,0
25.523,596,84.0,113,3.56,1.53,0,0
25.563,597,75.1,117,3.66,2.19,0,0
25.602,598,74.3,117,3.66,2.22,0,0
25.642,599,83.9,113,3.56,1.20,0,0
25.683,600,83.8,113,3.56,1.20,0,0
25.722,601,84.2,113,3.56,1.50,0,0
25.762,602,85.0,113,3.56,1.71,0,0
25.805,603,75.3,117,3.66,2.15,0,0
25.842,604,83.4,113,3.56,1.33,0,0
25.882,605,74.5,117,3.66,2.01,0,0
25.922,606,84.0,113,3.56,1.53,0,0
25.962,607,83.6,113,3.57,1.53,0,0
26.005,608,85.1,113,3.56,1.69,0,0
26.043,609,74.6,117,3.66,2.03,0,0
26.083,610,74.5,117,3.66,2.24,0,0
26.122,611,84.0,113,3.56,1.53,0,0
26.163,612,84.7,113,3.56,1.76,0,0
26.203,613,83.5,113,3.56,1.55,0,0
26.243,614,83.4,113,3.56,1.28,0,0
26.284,615,85.1,113,3.56,1.75,0,0
26.322,616,83.8,113,3.56,1.21,0,0
26.364,617,83.8,113,3.56,1.25,0,0
26.407,618,83.4,113,3.56,1.50,0,0
26.443,619,74.5,117,3.66,2.24,0,0
26.484,620,83.8,113,3.56,1.20,0,0
26.522,621,83.8,113,3.56,1.21,0,0
26.562,622,84.4,113,3.56,1.59,0,0
26.603,623,85.1,113,3.56,1.75,0,0
26.642,624,84.3,113,3.56,1.61,0,0
26.682,625,75.2,117,3.66,2.19,0,0
26.725,626,83.9,112,3.45,1.08,0,0
26.763,627,84.6,113,3.56,1.44,0,0
26.803,628,84.9,113,3.56,1.42,0,0
26.843,629,85.2,113,3.56,1.74,0,0
26.883,630,74.4,117,3.66,2.03,0,0
26.923,631,83.5,113,3.56,1.49,0,0
26.962,632,84.1,113,3.56,1.53,0,0
27.004,633,85.2,113,3.56,1.74,0,0
27.042,634,84.9,113,3.56,1.42,0,0
27.084,635,84.9,113,3.56,1.41,0,0
27.122,636,75.1,117,3.66,2.33,0,0
27.164,637,74.5,117,3.66,1.99,0,0
27.202,638,84.4,113,3.56,1.46,0,0
27.242,639,84.3,113,3.56,1.61,0,0
27.285,640,83.9,113,3.56,1.20,0,0
27.323,641,84.9,113,3.56,1.41,0,0
27.366,642,83.6,113,3.56,1.21,0,0
27.403,643,83.1,114,3.56,1.27,0,0
27.447,644,84.0,113,3.56,1.53,0,0
27.486,645,74.5,117,3.66,2.31,0,0
27.522,646,83.6,113,3.56,1.23,0,0
27.563,647,84.1,113,3.56,1.52,0,0
27.602,648,84.0,113,3.56,1.53,0,0
27.642,649,84.7,113,3.56,1.47,0,0
27.684,650,83.8,113,3.56,1.25,0,0
27.722,651,83.8,113,3.56,1.21,0,0
27.762,652,75.1,117,3.66,2.17,0,0
27.804,653,85.0,113,3.56,1.71,0,0
27.842,654,84.9,113,3.56,1.42,0,0
27.884,655,83.8,113,3.56,1.21,0,0
27.922,656,84.0,113,3.56,1.53,0,0
27.962,657,83.9,113,3.56,1.20,0,0
28.004,658,83.5,113,3.56,1.55,0,0
28.043,659,74.9,117,3.68,2.34,0,0
28.085,660,75.1,117,3.66,2.36,0,0
28.122,661,83.8,113,3.56,1.21,0,0
28.162,662,83.9,113,3.57,1.20,0,0
28.203,663,75.2,117,3.66,2.15,0,0
28.243,664,74.5,117,3.66,2.01,0,0
28.284,665,75.3,117,3.66,2.16,0,0
28.326,666,74.6,117,3.66,2.06,0,0
28.363,667,83.4,113,3.56,1.50,0,0
28.407,668,84.7,113,3.56,1.76,0,0
28.447,669,84.9,113,3.56,1.42,0,0
28.482,670,74.5,117,3.66,2.01,0,0
28.536,671,83.5,113,3.56,1.55,0,0
28.568,672,83.3,114,3.56,1.50,0,0
28.610,673,83.5,113,3.56,1.55,0,0
28.646,674,83.9,113,3.56,1.18,0,0
28.686,675,83.6,113,3.56,1.22,0,0
28.722,676,84.9,113,3.56,1.41,0,0
28.762,677,75.7,117,3.66,2.30,0,0
28.805,678,82.6,114,3.56,1.34,0,0
28.843,679,84.2,113,3.56,1.59,0,0
28.884,680,83.8,113,3.56,1.21,0,0
28.922,681,84.1,113,3.56,1.52,0,0
28.964,682,84.0,113,3.56,1.53,0,0
29.003,683,84.0,113,3.56,1.53,0,0
29.043,684,83.9,113,3.56,1.20,0,0
29.082,685,83.6,113,3.56,1.53,0,0
29.124,686,82.9,113,3.56,1.38,0,0
29.163,687,75.2,117,3.66,2.15,0,0
29.203,688,83.8,113,3.56,1.21,0,0
29.245,689,74.5,117,3.66,2.01,0,0
29.283,690,83.8,113,3.56,1.21,0,0
29.322,691,83.8,113,3.56,1.25,0,0
29.366,692,84.9,113,3.56,1.41,0,0
29.407,693,74.3,117,3.66,2.22,0,0
29.442,694,84.0,113,3.56,1.53,0,0
29.485,695,84.9,113,3.56,1.42,0,0
29.522,696,83.8,113,3.56,1.25,0,0
29.563,697,83.9,113,3.56,1.24,0,0
29.606,698,74.3,117,3.66,2.19,0,0
29.643,699,83.8,113,3.56,1.21,0,0
29.685,700,84.4,113,3.56,1.46,0,0
29.722,701,84.9,113,3.56,1.42,0,0
29.765,702,80.6,113,3.56,1.80,0,0
29.802,703,82.6,114,3.56,1.34,0,0
29.843,704,84.3,113,3.56,1.61,0,0
29.882,705,85.2,113,3.56,1.74,0,0
29.923,706,83.9,113,3.56,1.20,0,0
29.964,707,84.9,113,3.56,1.49,0,0
30.003,708,85.1,113,3.56,1.75,0,0
30.046,709,75.0,117,3.66,2.34,0,0
30.082,710,83.8,113,3.56,1.21,0,0
30.123,711,83.9,113,3.56,1.24,0,0
30.163,712,84.9,113,3.56,1.42,0,0
30.204,713,83.4,113,3.56,1.28,0,0
30.243,714,84.4,113,3.56,1.46,0,0
30.284,715,84.0,113,3.56,1.47,0,0
30.323,716,83.9,113,3.56,1.24,0,0
30.366,717,85.1,113,3.56,1.75,0,0
30.407,718,77.7,116,3.66,2.07,0,0
30.444,719,75.2,117,3.66,2.15,0,0
30.483,720,83.8,113,3.56,1.20,0,0
30.525,721,85.2,113,3.56,1.74,0,0
30.562,722,83.4,113,3.56,1.24,0,0
30.606,723,83.4,113,3.56,1.24,0,0
30.643,724,74.3,117,3.66,2.19,0,0
30.685,725,85.2,112,3.45,1.25,0,0
30.723,726,83.3,113,3.56,1.29,0,0
30.766,727,83.8,113,3.56,1.25,0,0
30.803,728,84.0,113,3.56,1.53,0,0
30.843,729,84.1,113,3.56,1.52,0,0
30.884,730,84.0,113,3.57,1.53,0,0
30.923,731,83.5,113,3.56,1.55,0,0
30.964,732,84.4,113,3.56,1.46,0,0
31.003,733,84.5,113,3.56,1.52,0,0
31.043,734,62.7,115,3.66,4.07,0,0
31.084,735,83.9,113,3.56,1.54,0,0
31.123,736,84.1,113,3.56,1.60,0,0
31.163,737,83.9,113,3.56,1.49,0,0
31.206,738,84.4,113,3.56,1.46,0,0
31.243,739,83.5,113,3.56,1.55,0,0
31.283,740,84.0,113,3.56,1.53,0,0
31.323,741,84.0,113,3.56,1.47,0,0
31.366,742,84.0,113,3.56,1.53,0,0
31.409,743,85.0,113,3.56,1.71,0,0
31.445,744,83.4,113,3.56,1.24,0,0
31.483,745,83.5,113,3.56,1.55,0,0
31.524,746,83.4,113,3.56,1.35,0,0
31.563,747,85.2,113,3.56,1.74,0,0
31.603,748,83.5,113,3.56,1.55,0,0
31.647,749,83.8,113,3.56,1.21,0,0
31.683,750,83.8,113,3.56,1.25,0,0
31.725,751,83.2,113,3.56,1.72,0,0
31.763,752,83.9,113,3.56,1.49,0,0
31.804,753,84.6,113,3.56,1.50,0,0
31.843,754,84.0,113,3.56,1.47,0,0
31.886,755,74.6,117,3.66,2.02,0,0
31.923,756,83.8,113,3.56,1.21,0,0
31.963,757,83.5,113,3.56,1.55,0,0
32.004,758,83.8,113,3.56,1.21,0,0
32.043,759,59.5,112,3.45,2.91,0,0
32.083,760,85.2,113,3.56,1.74,0,0
32.124,761,83.6,113,3.56,1.53,0,0
32.163,762,85.1,113,3.56,1.75,0,0
32.203,763,83.8,113,3.56,1.21,0,0
32.245,764,84.0,113,3.56,1.53,0,0
32.284,765,74.5,117,3.66,2.01,0,0
32.324,766,84.9,113,3.56,1.41,0,0
32.364,767,84.9,113,3.56,1.42,0,0
32.405,768,74.3,117,3.66,2.22,0,0
32.454,769,84.0,113,3.56,1.53,0,0
32.493,770,84.9,113,3.56,1.42,0,0
32.534,771,83.9,113,3.56,1.24,0,0
32.568,772,74.5,117,3.66,2.24,0,0
32.609,773,84.0,113,3.56,1.53,0,0
32.645,774,74.5,117,3.66,2.01,0,0
32.682,775,83.5,113,3.56,1.34,0,0
32.724,776,84.9,113,3.56,1.41,0,0
32.763,777,83.4,113,3.56,1.24,0,0
32.806,778,84.9,113,3.56,1.41,0,0
32.843,779,83.2,114,3.56,1.25,0,0
32.886,780,74.6,117,3.66,2.03,0,0
32.923,781,84.4,113,3.56,1.50,0,0
32.964,782,74.6,117,3.66,2.06,0,0
33.006,783,61.7,116,3.66,3.95,0,0
33.047,784,74.3,117,3.66,2.19,0,0
33.083,785,84.1,113,3.56,1.52,0,0
33.125,786,83.8,113,3.56,1.21,0,0
33.164,787,74.5,117,3.66,2.31,0,0
33.205,788,83.8,113,3.56,1.25,0,0
33.243,789,83.6,113,3.56,1.53,0,0
33.283,790,84.0,113,3.56,1.47,0,0
33.325,791,85.4,113,3.56,1.75,0,0
33.366,792,84.6,113,3.56,1.77,0,0
33.406,793,84.0,113,3.56,1.53,0,0
33.448,794,84.6,113,3.56,1.77,0,0
33.482,795,83.5,114,3.56,1.54,0,0
33.526,796,84.1,113,3.56,1.52,0,0
33.563,797,75.0,117,3.66,2.34,0,0
33.604,798,83.9,113,3.56,1.18,0,0
33.643,799,84.9,113,3.56,1.42,0,0
33.685,800,83.8,113,3.56,1.21,0,0
33.723,801,85.1,113,3.56,1.75,0,0
33.764,802,83.6,113,3.56,1.23,0,0
33.803,803,84.3,113,3.56,1.61,0,0
33.844,804,83.8,113,3.56,1.21,0,0
33.883,805,84.0,113,3.56,1.47,0,0
33.926,806,75.2,117,3.66,2.42,0,0
33.963,807,83.8,113,3.56,1.21,0,0
34.005,808,74.3,117,3.66,2.19,0,0
34.044,809,83.6,114,3.56,1.53,0,0
34.084,810,84.0,113,3.56,1.53,0,0
34.126,811,85.1,113,3.56,1.75,0,0
34.163,812,84.5,113,3.56,1.45,0,0
34.205,813,83.4,113,3.56,1.24,0,0
34.243,814,74.5,117,3.66,2.01,0,0
34.285,815,84.0,113,3.56,1.47,0,0
34.323,816,74.4,117,3.66,2.21,0,0
34.365,817,74.6,117,3.66,2.30,0,0
34.405,818,84.6,113,3.56,1.77,0,0
34.445,819,74.5,117,3.66,2.01,0,0
34.483,820,83.6,112,3.45,0.94,0,0
34.523,821,77.7,116,3.66,2.07,0,0
34.563,822,77.7,116,3.66,2.07,0,0
34.603,823,75.2,117,3.66,2.13,0,0
34.643,824,78.2,116,3.66,2.14,0,0
34.683,825,83.3,113,3.56,1.25,0,0
34.724,826,75.2,117,3.66,2.13,0,0
34.766,827,83.6,112,3.45,0.94,0,0
34.803,828,77.7,116,3.66,2.07,0,0
34.846,829,83.9,112,3.45,0.90,0,0
34.883,830,84.1,112,3.45,0.88,0,0
34.925,831,74.5,117,3.66,1.99,0,0
34.963,832,85.0,112,3.46,1.08,0,0
35.003,833,84.9,113,3.56,1.42,0,0
35.044,834,78.2,116,3.66,2.14,0,0
35.085,835,77.6,115,3.66,2.07,0,0
35.123,836,83.3,113,3.56,1.25,0,0
35.163,837,85.0,112,3.45,1.08,0,0
35.203,838,84.5,112,3.45,1.14,0,0
35.243,839,83.6,112,3.45,0.94,0,0
35.283,840,84.1,112,3.45,0.88,0,0
35.324,841,84.5,112,3.45,1.14,0,0
35.365,842,78.2,116,3.66,2.14,0,0
35.408,843,85.0,113,3.56,1.39,0,0
35.443,844,83.3,113,3.56,1.25,0,0
35.483,845,85.0,112,3.45,1.08,0,0
35.522,846,84.1,112,3.45,0.88,0,0
35.563,847,81.7,113,3.56,1.84,0,0
35.603,848,83.8,113,3.56,1.20,0,0
35.643,849,84.1,112,3.45,0.88,0,0
35.684,850,84.5,112,3.45,1.14,0,0
35.723,851,84.3,112,3.45,1.15,0,0
35.764,852,84.1,112,3.45,0.88,0,0
35.805,853,83.4,113,3.56,1.22,0,0
35.844,854,83.6,112,3.45,0.94,0,0
35.884,855,77.7,116,3.66,2.07,0,0
35.923,856,83.9,113,3.56,1.20,0,0
35.963,857,77.7,116,3.66,2.07,0,0
36.007,858,77.7,116,3.66,2.07,0,0
36.044,859,74.6,117,3.66,2.03,0,0
36.084,860,77.7,116,3.66,2.07,0,0
36.125,861,83.3,113,3.56,1.25,0,0
36.164,862,84.5,112,3.45,1.14,0,0
36.204,863,81.0,112,3.45,1.27,0,0
36.244,864,83.6,112,3.45,0.94,0,0
36.283,865,84.9,113,3.56,1.42,0,0
36.326,866,78.2,116,3.66,2.14,0,0
36.365,867,78.2,116,3.66,2.14,0,0
36.408,868,84.1,112,3.45,0.88,0,0
36.445,869,74.5,117,3.66,2.01,0,0
36.486,870,84.4,113,3.56,1.46,0,0
36.528,871,83.4,113,3.56,1.24,0,0
36.564,872,84.1,112,3.45,0.88,0,0
36.603,873,83.8,113,3.56,1.20,0,0
36.644,874,84.1,112,3.45,0.88,0,0
36.685,875,75.3,117,3.66,2.16,0,0
36.724,876,84.1,112,3.45,0.88,0,0
36.763,877,83.9,113,3.56,1.20,0,0
36.804,878,84.1,112,3.45,0.88,0,0
36.843,879,83.8,113,3.56,1.21,0,0
36.883,880,84.4,113,3.56,1.44,0,0
36.925,881,84.8,112,3.45,1.11,0,0
36.963,882,84.1,112,3.45,0.88,0,0
37.004,883,77.7,116,3.66,2.07,0,0
37.045,884,83.9,113,3.56,1.18,0,0
37.084,885,83.6,112,3.45,0.94,0,0
37.126,886,82.4,113,3.56,1.57,0,0
37.163,887,77.7,116,3.66,2.07,0,0
37.206,888,78.2,116,3.66,2.14,0,0
37.244,889,84.1,112,3.45,0.88,0,0
37.283,890,83.4,113,3.56,1.22,0,0
37.324,891,84.5,113,3.56,1.45,0,0
37.367,892,84.4,113,3.56,1.46,0,0
37.407,893,83.6,112,3.45,0.94,0,0
37.444,894,83.4,113,3.56,1.24,0,0
37.486,895,84.1,112,3.45,0.88,0,0
37.525,896,77.7,116,3.66,2.07,0,0
37.565,897,78.2,116,3.66,2.14,0,0
37.604,898,78.2,116,3.66,2.14,0,0
37.644,899,84.1,112,3.45,0.88,0,0
37.686,900,74.6,117,3.66,2.03,0,0
37.724,901,83.6,112,3.45,0.94,0,0
37.764,902,83.6,112,3.45,0.94,0,0
37.803,903,83.3,112,3.45,0.97,0,0
37.844,904,84.9,113,3.56,1.40,0,0
37.885,905,83.6,112,3.45,0.94,0,0
37.924,906,83.6,112,3.45,0.94,0,0
37.966,907,74.6,117,3.66,2.03,0,0
38.005,908,74.5,117,3.66,2.01,0,0
38.045,909,84.1,112,3.45,0.88,0,0
38.084,910,75.2,117,3.66,2.13,0,0
38.124,911,83.6,112,3.45,0.94,0,0
38.166,912,75.2,117,3.66,2.15,0,0
38.204,913,78.2,116,3.66,2.14,0,0
38.244,914,83.3,113,3.56,1.23,0,0
38.284,915,77.7,116,3.66,2.07,0,0
38.325,916,78.2,116,3.66,2.14,0,0
38.365,917,84.9,113,3.56,1.40,0,0
38.411,918,78.2,116,3.66,2.14,0,0
38.445,919,84.5,113,3.56,1.45,0,0
38.487,920,83.6,112,3.45,0.94,0,0
38.525,921,74.5,117,3.66,1.99,0,0
38.567,922,84.4,113,3.56,1.44,0,0
38.603,923,83.8,113,3.56,1.21,0,0
38.644,924,74.6,117,3.66,2.02,0,0
38.684,925,83.6,112,3.45,0.94,0,0
38.726,926,84.9,113,3.56,1.40,0,0
38.765,927,82.5,113,3.56,1.58,0,0
38.805,928,83.7,112,3.45,1.26,0,0
38.844,929,74.5,117,3.66,1.99,0,0
38.884,930,83.9,113,3.56,1.20,0,0
38.927,931,84.5,112,3.45,1.14,0,0
38.964,932,83.6,112,3.45,0.94,0,0
39.006,933,85.0,112,3.45,1.08,0,0
39.044,934,84.1,112,3.45,0.88,0,0
39.084,935,74.6,117,3.66,2.03,0,0
39.124,936,83.8,113,3.56,1.20,0,0
39.166,937,74.5,117,3.66,1.99,0,0
39.204,938,84.5,112,3.46,1.14,0,0
39.244,939,84.5,112,3.45,1.14,0,0
39.285,940,83.4,113,3.56,1.22,0,0
39.325,941,83.3,113,3.56,1.23,0,0
39.365,942,84.1,112,3.45,0.88,0,0
39.408,943,84.5,113,3.56,1.45,0,0
39.449,944,77.7,116,3.66,2.07,0,0
39.484,945,83.8,113,3.56,1.20,0,0
39.523,946,84.4,113,3.56,1.44,0,0
39.564,947,83.3,113,3.56,1.23,0,0
39.606,948,84.5,112,3.45,1.14,0,0
39.648,949,74.5,117,3.66,2.01,0,0
39.701,950,84.5,112,3.45,1.14,0,0
39.742,951,82.5,114,3.56,1.04,0,0
39.783,952,84.5,112,3.45,1.14,0,0
39.821,953,85.0,112,3.45,1.08,0,0
39.858,954,84.6,112,3.45,0.77,0,0
39.894,955,83.6,112,3.45,0.94,0,0
39.930,956,75.3,117,3.66,2.16,0,0
39.971,957,74.5,117,3.66,2.01,0,0
40.007,958,83.3,113,3.56,1.23,0,0
40.044,959,74.5,117,3.66,2.01,0,0
40.087,960,77.7,116,3.66,2.07,0,0
40.124,961,83.3,113,3.56,1.25,0,0
40.164,962,78.2,116,3.66,2.14,0,0
40.206,963,83.6,112,3.45,0.94,0,0
40.244,964,78.2,116,3.66,2.14,0,0
40.284,965,74.6,117,3.66,2.02,0,0
40.325,966,83.3,113,3.56,1.25,0,0
40.365,967,83.3,113,3.56,1.25,0,0
40.406,968,83.4,113,3.56,1.22,0,0
40.448,969,74.5,117,3.66,2.01,0,0
40.484,970,84.5,113,3.56,1.43,0,0
40.528,971,84.1,112,3.45,0.88,0,0
40.565,972,84.1,112,3.45,0.88,0,0
40.609,973,84.1,112,3.45,0.88,0,0
40.644,974,83.3,113,3.56,1.23,0,0
40.686,975,83.3,113,3.56,1.25,0,0
40.724,976,83.6,113,3.56,1.21,0,0
40.764,977,83.4,112,3.45,0.94,0,0
40.804,978,84.1,112,3.45,0.88,0,0
40.846,979,83.3,113,3.56,1.25,0,0
40.884,980,85.0,113,3.56,1.39,0,0
40.924,981,84.9,113,3.56,1.41,0,0
40.964,982,74.5,117,3.66,2.01,0,0
41.005,983,83.3,113,3.56,1.25,0,0
41.046,984,75.2,117,3.66,2.13,0,0
41.085,985,83.3,113,3.56,1.25,0,0
41.125,986,83.6,112,3.45,0.94,0,0
41.167,987,83.6,112,3.45,0.94,0,0
41.204,988,85.0,112,3.45,1.08,0,0
41.246,989,83.6,112,3.45,0.94,0,0
41.284,990,85.5,112,3.45,0.97,0,0
41.324,991,84.4,113,3.56,1.46,0,0
41.365,992,83.6,112,3.45,0.94,0,0
41.413,993,84.3,112,3.45,1.15,0,0
41.449,994,83.9,113,3.56,1.18,0,0
41.485,995,83.3,113,3.56,1.23,0,0
41.523,996,84.1,112,3.45,0.88,0,0
41.570,997,83.6,112,3.45,0.94,0,0
41.604,998,84.1,112,3.45,0.88,0,0
41.644,999,84.9,113,3.56,1.41,0,0
41.686,1000,84.1,112,3.45,0.88,0,0
41.724,1001,84.1,112,3.45,0.88,0,0
41.766,1002,85.1,112,3.45,1.01,0,0
41.805,1003,77.7,116,3.66,2.07,0,0
41.844,1004,74.6,117,3.66,2.06,0,0
41.884,1005,83.3,113,3.56,1.25,0,0
41.925,1006,84.5,113,3.57,1.52,0,0
41.964,1007,83.8,113,3.56,1.20,0,0
42.006,1008,77.7,116,3.66,2.07,0,0
42.044,1009,85.0,112,3.45,1.08,0,0
42.085,1010,83.3,113,3.56,1.23,0,0
42.124,1011,75.3,117,3.66,2.15,0,0
42.166,1012,83.6,112,3.45,0.94,0,0
42.205,1013,85.0,112,3.46,1.08,0,0
42.247,1014,83.8,113,3.56,1.21,0,0
42.284,1015,84.9,113,3.56,1.40,0,0
42.324,1016,83.3,113,3.56,1.23,0,0
42.365,1017,74.5,117,3.66,1.99,0,0
42.410,1018,85.0,113,3.56,1.39,0,0
42.445,1019,83.6,112,3.45,0.94,0,0
42.486,1020,84.1,112,3.45,0.88,0,0
42.525,1021,77.7,116,3.66,2.07,0,0
42.567,1022,84.5,112,3.45,1.14,0,0
42.604,1023,77.7,116,3.66,2.07,0,0
42.644,1024,83.6,112,3.45,0.94,0,0
42.686,1025,83.3,113,3.56,1.25,0,0
42.724,1026,84.4,113,3.56,1.46,0,0
42.766,1027,77.7,116,3.66,2.07,0,0
42.805,1028,77.7,116,3.66,2.07,0,0
42.846,1029,83.4,113,3.56,1.24,0,0
42.884,1030,83.9,113,3.56,1.20,0,0
42.928,1031,83.6,112,3.45,0.94,0,0
42.964,1032,83.9,113,3.56,1.18,0,0
43.004,1033,84.9,113,3.56,1.41,0,0
43.044,1034,83.3,113,3.56,1.25,0,0
43.085,1035,85.0,112,3.45,1.08,0,0
43.124,1036,77.7,116,3.66,2.07,0,0
43.164,1037,83.8,113,3.56,1.21,0,0
43.205,1038,84.5,112,3.45,1.14,0,0
43.246,1039,84.5,113,3.56,1.45,0,0
43.285,1040,83.3,113,3.56,1.23,0,0
43.325,1041,78.2,116,3.66,2.14,0,0
43.367,1042,85.0,112,3.45,1.08,0,0
43.407,1043,74.6,117,3.66,2.02,0,0
43.447,1044,84.1,112,3.45,0.88,0,0
43.485,1045,85.0,112,3.45,1.08,0,0
43.523,1046,83.5,113,3.56,1.31,0,0
43.567,1047,83.9,113,3.56,1.18,0,0
43.605,1048,84.1,112,3.45,0.88,0,0
43.648,1049,83.3,113,3.56,1.25,0,0
43.685,1050,84.9,113,3.56,1.41,0,0
43.724,1051,83.4,113,3.56,1.24,0,0
43.766,1052,84.4,113,3.56,1.46,0,0
43.805,1053,75.2,117,3.66,2.15,0,0
43.845,1054,85.2,113,3.56,0.91,0,0
43.886,1055,82.6,114,3.56,1.03,0,0
43.925,1056,83.3,113,3.56,1.25,0,0
43.964,1057,84.9,113,3.56,1.42,0,0
44.006,1058,84.9,113,3.56,1.42,0,0
44.044,1059,74.5,117,3.66,2.01,0,0
44.087,1060,83.9,113,3.56,1.20,0,0
44.124,1061,83.6,112,3.45,0.94,0,0
44.165,1062,77.7,116,3.66,2.07,0,0
44.205,1063,75.3,117,3.66,2.15,0,0
44.245,1064,83.9,112,3.45,0.90,0,0
44.285,1065,83.4,113,3.56,1.24,0,0
44.325,1066,83.3,113,3.56,1.23,0,0
44.365,1067,77.7,116,3.66,2.07,0,0
44.409,1068,84.5,112,3.45,1.14,0,0
44.446,1069,74.6,117,3.66,2.03,0,0
44.487,1070,78.2,116,3.66,2.14,0,0
44.526,1071,83.4,113,3.56,1.22,0,0
44.567,1072,83.8,113,3.56,1.20,0,0
44.606,1073,83.8,113,3.56,1.20,0,0
44.645,1074,74.5,117,3.66,1.99,0,0
44.688,1075,84.4,113,3.56,1.44,0,0
44.725,1076,74.6,117,3.66,2.03,0,0
44.769,1077,83.3,113,3.56,1.23,0,0
44.812,1078,84.9,113,3.56,1.40,0,0
44.848,1079,83.4,113,3.56,1.33,0,0
44.884,1080,82.8,112,3.45,1.12,0,0
44.927,1081,83.6,113,3.56,1.21,0,0
44.965,1082,75.3,117,3.66,2.15,0,0
45.005,1083,83.4,113,3.56,1.22,0,0
45.046,1084,75.2,117,3.66,2.15,0,0
45.085,1085,75.2,117,3.66,2.13,0,0
45.127,1086,77.7,116,3.66,2.07,0,0
45.165,1087,75.3,117,3.66,2.15,0,0
45.205,1088,83.6,112,3.45,0.94,0,0
45.246,1089,83.6,112,3.45,0.94,0,0
45.287,1090,83.6,112,3.45,0.94,0,0
45.325,1091,83.9,113,3.56,1.18,0,0
45.369,1092,83.3,113,3.56,1.23,0,0
45.407,1093,83.6,112,3.45,0.94,0,0
45.447,1094,83.8,113,3.56,1.20,0,0
45.485,1095,83.4,113,3.56,1.24,0,0
45.526,1096,84.2,113,3.56,1.45,0,0
45.564,1097,84.5,113,3.56,1.45,0,0
45.607,1098,84.9,113,3.56,1.42,0,0
45.645,1099,83.6,112,3.45,0.94,0,0
45.685,1100,83.4,113,3.56,1.24,0,0
45.727,1101,85.0,112,3.45,1.08,0,0
45.764,1102,78.2,116,3.66,2.14,0,0
45.808,1103,84.5,112,3.45,1.14,0,0
45.845,1104,75.3,117,3.66,2.16,0,0
45.885,1105,83.7,113,3.56,1.21,0,0
45.925,1106,83.4,113,3.56,1.22,0,0
45.965,1107,83.8,113,3.56,1.21,0,0
46.005,1108,84.5,113,3.56,1.52,0,0
46.046,1109,83.8,113,3.56,1.21,0,0
46.085,1110,84.9,113,3.56,1.40,0,0
46.128,1111,83.6,112,3.45,0.94,0,0
46.165,1112,77.7,116,3.66,2.07,0,0
46.206,1113,83.8,113,3.56,1.21,0,0
46.246,1114,77.7,116,3.66,2.07,0,0
46.284,1115,83.4,113,3.56,1.24,0,0
46.325,1116,83.4,113,3.56,1.24,0,0
46.367,1117,74.6,117,3.66,2.03,0,0
46.407,1118,84.9,113,3.56,1.42,0,0
46.449,1119,83.4,113,3.56,1.24,0,0
46.487,1120,84.2,112,3.45,1.14,0,0
46.525,1121,83.6,112,3.45,0.94,0,0
46.567,1122,84.2,112,3.45,0.83,0,0
46.605,1123,84.1,112,3.45,0.88,0,0
46.648,1124,83.6,112,3.45,0.94,0,0
46.685,1125,84.9,113,3.56,1.40,0,0
46.727,1126,83.4,113,3.56,1.24,0,0
46.765,1127,83.8,113,3.56,1.20,0,0
46.805,1128,83.9,113,3.56,1.20,0,0
46.846,1129,74.6,117,3.66,2.03,0,0
46.887,1130,85.0,112,3.45,1.08,0,0
46.925,1131,83.8,112,3.45,0.93,0,0
46.965,1132,75.2,117,3.66,2.15,0,0
47.009,1133,77.7,116,3.66,2.07,0,0
47.045,1134,84.1,112,3.45,0.88,0,0
47.088,1135,77.7,116,3.66,2.07,0,0
47.125,1136,84.0,113,3.56,1.19,0,0
47.166,1137,83.8,113,3.56,1.21,0,0
47.205,1138,83.9,113,3.56,1.20,0,0
47.247,1139,84.5,113,3.56,1.43,0,0
47.285,1140,83.3,113,3.56,1.23,0,0
47.325,1141,83.9,113,3.56,1.20,0,0
47.369,1142,77.7,116,3.66,2.07,0,0
47.407,1143,83.4,113,3.56,1.24,0,0
47.449,1144,84.2,113,3.56,1.46,0,0
47.486,1145,85.0,112,3.45,1.08,0,0
47.524,1146,83.1,113,3.56,1.25,0,0
47.567,1147,84.5,112,3.45,1.14,0,0
47.605,1148,84.5,113,3.56,1.45,0,0
47.645,1149,84.9,113,3.56,1.40,0,0
47.686,1150,83.0,113,3.56,1.34,0,0
47.725,1151,83.6,112,3.45,0.94,0,0
47.768,1152,75.3,117,3.66,2.16,0,0
