source_frame,source_time_s,estado,origen_componente,ang_actual,ang_estados,x_near,x_mid,e_lat,e_head,target_x,target_y,ang_lookahead,motivo_target
1060,31.832,LOW,toca_abajo,-87.1,-1.000,119.2,,39.7,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1061,31.862,LOW,toca_abajo,-75.2,-1.000,105.5,,26.0,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1062,31.892,LOW,toca_abajo,-54.1,-0.812,85.8,,6.3,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1063,31.922,LOW,toca_abajo,30.3,-0.454,66.7,,-12.8,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1064,31.952,LOW,toca_abajo,30.3,-0.454,66.7,,-12.8,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1065,31.982,LOW,toca_abajo,33.2,-0.498,49.6,,-29.9,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1066,32.012,LOW,toca_abajo,35.1,-0.526,44.0,,-35.5,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1067,32.042,LOW,toca_abajo,60.1,-0.901,52.5,,-27.0,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1068,32.072,LOW,toca_abajo,49.3,-0.739,64.1,,-15.4,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1069,32.102,LOW,toca_abajo,49.3,-0.739,64.1,,-15.4,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1070,32.132,LOW,toca_abajo,-42.4,-0.636,78.3,,-1.2,,150.5,102.1,75.9,ultimo objetivo confiable (memoria)
1071,32.162,PERDIDA,sin_componente,-49.6,0.000,,,,,,,0.0,sin objetivo
1072,32.192,PERDIDA,sin_componente,-49.6,0.000,,,,,,,0.0,sin objetivo
1073,32.222,PERDIDA,sin_componente,-56.3,0.000,,,,,,,0.0,sin objetivo
1074,32.252,PERDIDA,sin_componente,-45.8,0.000,,,,,,,0.0,sin objetivo
1075,32.282,PERDIDA,sin_componente,-45.8,0.000,,,,,,,0.0,sin objetivo
1076,32.312,PERDIDA,sin_componente,-45.8,0.000,,,,,,,0.0,sin objetivo
1077,32.342,PERDIDA,sin_componente,-45.8,0.000,,,,,,,0.0,sin objetivo
1078,32.372,PERDIDA,sin_componente,-45.8,0.000,,,,,,,0.0,sin objetivo
1079,32.402,SIN_CERCA,salto_grande,-45.7,-0.600,,,,,150.5,102.1,75.9,memoria
1080,32.432,SIN_CERCA,salto_grande,-45.6,-0.600,,,,,150.5,102.1,75.9,memoria
1081,32.462,SIN_CERCA,salto_grande,-45.6,-0.600,,,,,150.5,102.1,75.9,memoria
1082,32.492,SIN_CERCA,salto_grande,-45.4,-0.600,,,,,150.5,102.1,75.9,memoria
1083,32.523,SIN_CERCA,salto_grande,-45.4,-0.600,,,,,150.5,102.1,75.9,memoria
1084,32.553,SIN_CERCA,salto_grande,-45.3,-0.600,,,,,150.5,102.1,75.9,memoria
1085,32.583,SIN_CERCA,salto_grande,-45.3,-0.600,,,,,150.5,102.1,75.9,memoria
1086,32.613,SIN_CERCA,salto_grande,-45.3,-0.600,,,,,150.5,102.1,75.9,memoria
1087,32.643,SIN_CERCA,salto_grande,-45.1,-0.600,,,,,150.5,102.1,75.9,memoria
1088,32.673,SIN_CERCA,salto_grande,-45.4,-0.600,,,,,150.5,102.1,75.9,memoria
1089,32.703,PERDIDA,sin_componente,0.1,0.000,,,,,,,0.0,sin objetivo
1090,32.733,PERDIDA,sin_componente,0.1,0.000,,,,,,,0.0,sin objetivo
1091,32.763,MEDIUM,toca_abajo,71.2,1.000,60.9,68.0,-18.6,29.0,68.0,102.1,-32.9,punto adelante de la componente
1092,32.793,HIGH,toca_abajo,-50.1,-0.752,84.3,96.2,4.8,40.1,96.2,100.5,40.7,punto adelante de la componente
1093,32.823,HIGH,toca_abajo,-50.1,-0.752,84.3,96.2,4.8,40.1,96.2,100.5,40.7,punto adelante de la componente
1094,32.853,HIGH,toca_abajo,-64.3,-0.965,87.6,111.6,8.1,59.3,111.6,100.4,58.6,punto adelante de la componente
1095,32.883,HIGH,toca_abajo,-65.6,-0.983,86.9,116.8,7.4,64.6,116.8,100.5,62.4,punto adelante de la componente
1096,32.913,HIGH,toca_abajo,-65.6,-0.983,86.9,116.8,7.4,64.6,116.8,100.5,62.4,punto adelante de la componente
1097,32.943,HIGH,toca_abajo,-59.3,-0.889,81.0,116.7,1.5,68.5,116.7,100.6,62.4,punto adelante de la componente
1098,32.973,HIGH,toca_abajo,-49.1,-0.736,79.0,112.0,-0.5,67.4,112.0,100.7,59.4,punto adelante de la componente
1099,33.003,HIGH,toca_abajo,-49.1,-0.736,79.0,112.0,-0.5,67.4,112.0,100.7,59.4,punto adelante de la componente
1100,33.033,MEDIUM,toca_abajo,-18.9,-0.284,78.4,85.6,-1.1,28.2,85.6,101.0,17.9,punto adelante de la componente
1101,33.063,MEDIUM,toca_abajo,39.0,0.585,71.8,65.0,-7.7,-25.1,65.0,100.1,-36.0,punto adelante de la componente
1102,33.093,MEDIUM,toca_abajo,39.0,0.585,71.8,65.0,-7.7,-25.1,65.0,100.1,-36.0,punto adelante de la componente
1103,33.123,HIGH,toca_abajo,57.9,0.868,62.8,56.9,-16.7,-22.4,56.9,100.1,-48.7,punto adelante de la componente
1104,33.153,HIGH,toca_abajo,53.1,0.796,77.9,49.3,-1.6,-63.3,49.3,100.0,-56.5,punto adelante de la componente
1105,33.183,HIGH,toca_abajo,53.1,0.796,77.9,49.3,-1.6,-63.3,49.3,100.0,-56.5,punto adelante de la componente
1106,33.213,HIGH,toca_abajo,54.5,0.817,58.7,53.8,-20.8,-19.0,53.8,100.0,-52.2,punto adelante de la componente
1107,33.243,HIGH,toca_abajo,52.2,0.783,56.9,55.8,-22.6,-4.5,55.8,100.1,-50.0,punto adelante de la componente
1108,33.273,HIGH,toca_abajo,62.3,0.934,53.2,44.9,-26.3,-29.1,44.9,99.7,-59.6,punto adelante de la componente
1109,33.303,HIGH,toca_abajo,71.2,1.000,37.7,31.5,-41.8,-23.2,31.5,100.0,-67.4,punto adelante de la componente
1110,33.333,HIGH,toca_abajo,71.2,1.000,37.7,31.5,-41.8,-23.2,31.5,100.0,-67.4,punto adelante de la componente
1111,33.363,HIGH,toca_abajo,72.7,1.000,32.5,30.7,-47.0,-7.1,30.7,100.0,-67.7,punto adelante de la componente
1112,33.393,HIGH,toca_abajo,74.1,1.000,35.9,32.6,-43.6,-12.8,32.6,100.0,-66.9,punto adelante de la componente
1113,33.423,HIGH,toca_abajo,74.1,1.000,35.9,32.6,-43.6,-12.8,32.6,100.0,-66.9,punto adelante de la componente
1114,33.453,MEDIUM,toca_abajo,77.0,1.000,28.0,26.3,-51.5,-7.0,26.3,100.0,-69.4,punto adelante de la componente
1115,33.483,MEDIUM,toca_abajo,77.8,1.000,20.0,20.6,-59.5,2.5,20.6,100.0,-71.2,punto adelante de la componente
1116,33.514,MEDIUM,toca_abajo,77.8,1.000,20.0,20.6,-59.5,2.5,20.6,100.0,-71.2,punto adelante de la componente
1117,33.544,HIGH,toca_abajo,76.7,1.000,24.2,25.5,-55.3,5.3,25.5,100.0,-69.6,punto adelante de la componente
1118,33.574,HIGH,toca_abajo,75.2,1.000,30.2,30.8,-49.3,2.4,30.8,100.0,-67.6,punto adelante de la componente
1119,33.604,HIGH,toca_abajo,74.0,1.000,36.1,35.7,-43.4,-1.5,35.7,100.0,-65.4,punto adelante de la componente
1120,33.634,HIGH,toca_abajo,74.0,1.000,36.1,35.7,-43.4,-1.5,35.7,100.0,-65.4,punto adelante de la componente
1121,33.664,HIGH,toca_abajo,68.5,1.000,45.1,42.3,-34.4,-11.0,42.3,100.0,-61.7,punto adelante de la componente
1122,33.694,HIGH,toca_abajo,62.2,0.933,58.3,48.4,-21.2,-34.6,48.4,100.0,-57.2,punto adelante de la componente
1123,33.724,HIGH,toca_abajo,51.5,0.772,71.5,57.9,-8.0,-42.7,57.9,99.7,-46.9,punto adelante de la componente
1124,33.754,HIGH,toca_abajo,51.5,0.772,71.5,57.9,-8.0,-42.7,57.9,99.7,-46.9,punto adelante de la componente
1125,33.784,HIGH,toca_abajo,33.0,0.494,77.6,77.7,-1.9,0.4,77.7,99.9,-5.1,punto adelante de la componente
1126,33.814,HIGH,toca_abajo,1.4,0.021,91.1,93.9,11.6,10.8,93.9,100.1,35.9,punto adelante de la componente
1127,33.844,HIGH,toca_abajo,1.4,0.021,91.1,93.9,11.6,10.8,93.9,100.1,35.9,punto adelante de la componente
1128,33.874,HIGH,toca_abajo,-18.3,-0.275,106.5,106.4,27.0,-0.5,106.4,100.1,53.5,punto adelante de la componente
1129,33.904,HIGH,toca_abajo,-26.8,-0.402,110.3,110.1,30.8,-0.8,110.1,100.1,57.0,punto adelante de la componente
1130,33.934,HIGH,toca_abajo,-26.8,-0.402,110.3,110.1,30.8,-0.8,110.1,100.1,57.0,punto adelante de la componente
1131,33.964,HIGH,toca_abajo,-22.7,-0.340,109.7,108.4,30.2,-4.9,108.4,100.1,55.5,punto adelante de la componente
1132,33.994,HIGH,toca_abajo,-16.5,-0.247,104.9,104.1,25.4,-3.4,104.1,100.1,51.0,punto adelante de la componente
1133,34.024,HIGH,toca_abajo,-16.5,-0.247,104.9,104.1,25.4,-3.4,104.1,100.1,51.0,punto adelante de la componente
1134,34.054,HIGH,toca_abajo,-3.9,-0.058,96.8,96.3,17.3,-2.1,96.3,100.1,40.1,punto adelante de la componente
1135,34.084,HIGH,toca_abajo,4.4,0.066,91.6,92.0,12.1,1.4,92.0,100.1,32.0,punto adelante de la componente
1136,34.114,HIGH,toca_abajo,12.3,0.184,89.9,89.8,10.4,-0.3,89.8,100.1,27.4,punto adelante de la componente
1137,34.144,HIGH,toca_abajo,12.3,0.184,89.9,89.8,10.4,-0.3,89.8,100.1,27.4,punto adelante de la componente
1138,34.174,HIGH,toca_abajo,25.6,0.385,84.0,82.2,4.5,-7.3,82.2,99.9,7.5,punto adelante de la componente
1139,34.204,HIGH,toca_abajo,26.3,0.394,86.7,80.1,7.2,-24.1,80.1,99.7,1.7,punto adelante de la componente
1140,34.234,HIGH,toca_abajo,26.3,0.394,86.7,80.1,7.2,-24.1,80.1,99.7,1.7,punto adelante de la componente
1141,34.264,HIGH,toca_abajo,28.8,0.432,89.0,76.0,9.5,-41.2,76.0,99.8,-9.7,punto adelante de la componente
1142,34.294,HIGH,toca_abajo,31.9,0.478,89.5,71.1,10.0,-51.0,71.1,99.7,-22.4,punto adelante de la componente
1143,34.324,HIGH,toca_abajo,31.9,0.478,89.5,71.1,10.0,-51.0,71.1,99.7,-22.4,punto adelante de la componente
1144,34.354,HIGH,toca_abajo,33.6,0.505,88.4,69.2,8.9,-52.5,69.2,99.7,-26.9,punto adelante de la componente
1145,34.384,HIGH,toca_abajo,33.2,0.498,88.0,69.7,8.5,-51.1,69.7,99.7,-25.8,punto adelante de la componente
