source_frame,source_time_s,estado,origen_componente,ang_actual,ang_estados,x_near,x_mid,e_lat,e_head,target_x,target_y,ang_lookahead,motivo_target
184,5.526,HIGH,toca_abajo,3.4,0.052,61.6,70.0,-17.9,30.4,70.0,100.1,-25.6,punto adelante de la componente
185,5.556,HIGH,toca_abajo,-27.1,-0.406,70.8,86.1,-8.7,46.7,86.1,100.1,18.3,punto adelante de la componente
186,5.586,HIGH,toca_abajo,-27.1,-0.406,70.8,86.1,-8.7,46.7,86.1,100.1,18.3,punto adelante de la componente
187,5.616,HIGH,toca_abajo,-42.8,-0.642,80.8,95.4,1.3,45.1,95.4,100.1,38.6,punto adelante de la componente
188,5.646,HIGH,toca_abajo,-53.8,-0.807,91.5,105.2,12.0,43.6,105.2,100.1,52.3,punto adelante de la componente
189,5.676,HIGH,toca_abajo,-60.0,-0.900,100.8,113.2,21.3,40.5,113.2,100.1,59.5,punto adelante de la componente
190,5.706,HIGH,toca_abajo,-60.0,-0.900,100.8,113.2,21.3,40.5,113.2,100.1,59.5,punto adelante de la componente
191,5.736,HIGH,toca_abajo,-63.6,-0.954,108.7,119.5,29.2,36.8,119.5,100.2,63.6,punto adelante de la componente
192,5.766,HIGH,toca_abajo,-64.4,-0.967,111.9,121.2,32.4,32.9,121.2,100.1,64.6,punto adelante de la componente
193,5.796,HIGH,toca_abajo,-63.3,-0.950,110.2,119.5,30.7,32.8,119.5,100.2,63.6,punto adelante de la componente
194,5.826,HIGH,toca_abajo,-62.1,-0.932,108.2,117.5,28.7,32.6,117.5,100.1,62.4,punto adelante de la componente
195,5.856,HIGH,toca_abajo,-60.9,-0.913,106.9,115.6,27.4,31.3,115.6,100.1,61.2,punto adelante de la componente
196,5.886,HIGH,toca_abajo,-57.1,-0.856,101.9,110.6,22.4,30.8,110.6,100.1,57.4,punto adelante de la componente
197,5.916,HIGH,toca_abajo,-57.1,-0.856,101.9,110.6,22.4,30.8,110.6,100.1,57.4,punto adelante de la componente
198,5.946,HIGH,toca_abajo,-50.6,-0.758,94.8,103.6,15.3,31.5,103.6,100.1,50.6,punto adelante de la componente
199,5.976,HIGH,toca_abajo,-41.3,-0.620,86.9,96.5,7.4,33.4,96.5,100.1,40.5,punto adelante de la componente
200,6.006,HIGH,toca_abajo,-32.0,-0.479,81.9,91.0,2.4,32.2,91.0,100.1,30.1,punto adelante de la componente
201,6.036,HIGH,toca_abajo,-14.9,-0.223,73.7,83.1,-5.8,33.0,83.1,100.1,10.4,punto adelante de la componente
202,6.066,HIGH,toca_abajo,-14.9,-0.223,73.7,83.1,-5.8,33.0,83.1,100.1,10.4,punto adelante de la componente
203,6.096,HIGH,toca_abajo,2.5,0.038,66.3,76.3,-13.2,34.6,76.3,100.1,-9.2,punto adelante de la componente
204,6.126,HIGH,toca_abajo,10.1,0.152,63.1,73.2,-16.4,34.8,73.2,100.1,-17.6,punto adelante de la componente
205,6.156,HIGH,toca_abajo,7.5,0.113,64.3,74.4,-15.2,34.7,74.4,100.1,-14.5,punto adelante de la componente
206,6.186,HIGH,toca_abajo,7.5,0.113,64.3,74.4,-15.2,34.7,74.4,100.1,-14.5,punto adelante de la componente
207,6.216,HIGH,toca_abajo,-4.4,-0.067,70.1,79.2,-9.4,32.2,79.2,100.1,-0.9,punto adelante de la componente
208,6.246,HIGH,toca_abajo,-11.5,-0.173,73.7,81.9,-5.8,29.5,81.9,100.1,6.9,punto adelante de la componente
209,6.276,HIGH,toca_abajo,-24.7,-0.370,79.8,87.9,0.3,29.4,87.9,100.1,22.9,punto adelante de la componente
210,6.306,HIGH,toca_abajo,-24.7,-0.370,79.8,87.9,0.3,29.4,87.9,100.1,22.9,punto adelante de la componente
211,6.336,HIGH,toca_abajo,-32.9,-0.494,85.9,92.4,6.4,24.4,92.4,100.1,33.0,punto adelante de la componente
212,6.366,HIGH,toca_abajo,-35.4,-0.532,87.5,93.9,8.0,23.8,93.9,100.1,35.9,punto adelante de la componente
213,6.396,HIGH,toca_abajo,-39.1,-0.587,92.8,97.4,13.3,17.5,97.4,100.1,41.9,punto adelante de la componente
214,6.426,HIGH,toca_abajo,-35.8,-0.536,92.1,95.8,12.6,14.3,95.8,100.1,39.3,punto adelante de la componente
215,6.456,HIGH,toca_abajo,-35.8,-0.536,92.1,95.8,12.6,14.3,95.8,100.1,39.3,punto adelante de la componente
216,6.486,HIGH,toca_abajo,-29.2,-0.439,89.3,92.9,9.8,14.2,92.9,100.1,34.0,punto adelante de la componente
217,6.517,HIGH,toca_abajo,-23.3,-0.350,87.1,90.7,7.6,13.9,90.7,100.1,29.4,punto adelante de la componente
218,6.547,HIGH,toca_abajo,-17.5,-0.262,85.6,89.5,6.1,15.1,89.5,100.1,26.6,punto adelante de la componente
219,6.577,HIGH,toca_abajo,-11.0,-0.165,86.6,89.8,7.1,12.7,89.8,100.1,27.5,punto adelante de la componente
220,6.607,HIGH,toca_abajo,-11.0,-0.165,86.6,89.8,7.1,12.7,89.8,100.1,27.5,punto adelante de la componente
